 2 октября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 2 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 3 октября ,знаменитые украинцы,Михаил Возняк (1881),http://www.calendarium.com.ua/mihail_voznyak_1881
 3 октября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 3 октября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 3 октября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 3 октября ,именины,Татьяна,http://www.calendarium.com.ua/imenini_tatyana
 3 октября ,именины,Михаил,http://www.calendarium.com.ua/imenini_mihail
 3 октября ,исторические события,В Киеве открыт памятник поэтессе Лесе Украинке (1973),http://www.calendarium.com.ua/v_kieve_otkryt_pamyatnik_poetesse_lese_ukrainke_1973
 3 октября ,исторические события,Гетман Украины Павел Скоропадский начал формирование украинской национальной гвардии (1918),http://www.calendarium.com.ua/getman_ukrainy_pavel_skoropadskii_nachal_formirovanie_ukrainskoi_natsionalnoi_gvardii_1918
 4 октября ,знаменитые украинцы,Виктор Пузырьков (1918),http://www.calendarium.com.ua/viktor_puzyrkov_1918
 4 октября ,именины,Василий,http://www.calendarium.com.ua/imenini_vasilii
 4 октября ,праздники украины,День животных,http://www.calendarium.com.ua/den_zhivotnyh
 4 октября ,именины,Валентин,http://www.calendarium.com.ua/imenini_valentin
 4 октября ,именины,Дмитрий,http://www.calendarium.com.ua/imenini_dmitrii
 4 октября ,именины,Константин,http://www.calendarium.com.ua/imenini_konstantin
 4 октября ,именины,Даниил,http://www.calendarium.com.ua/imenini_daniil
 4 октября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 4 октября ,именины,Алексей,http://www.calendarium.com.ua/imenini_aleksei
 4 октября ,именины,Владимир,http://www.calendarium.com.ua/imenini_vladimir
 4 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 4 октября ,исторические события,Во Львове создана Русско-Украинская Радикальная Партия (1890),http://www.calendarium.com.ua/vo_lvove_sozdana_russkoukrainskaya_radikalnaya_partiya_1890
 4 октября ,исторические события,В Крыму заложили Никитский ботанический сад (1812),http://www.calendarium.com.ua/v_krymu_zalozhili_nikitskii_botanicheskii_sad_1812
 5 октября ,дни городов украины,День Запорожья,http://www.calendarium.com.ua/den_zaporozhya
 5 октября ,исторические события,Вышел на экраны Украины фильм «Las Meninas» (2009),http://www.calendarium.com.ua/vyshel_na_ekrany_ukrainy_film_las_meninas_2009
 5 октября ,дни городов украины,День Измаила,http://www.calendarium.com.ua/den_izmaila
 5 октября ,исторические события,В Киеве образован Украинский Национальный Совет (1941),http://www.calendarium.com.ua/v_kieve_obrazovan_ukrainskii_natsionalnyi_sovet_1941
 5 октября ,дни городов украины,День Кристинополя,http://www.calendarium.com.ua/den_kristinopolya
 5 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 5 октября ,дни городов украины,День Черновцов,http://www.calendarium.com.ua/den_chernovtsov
 5 октября ,дни городов украины,День Умани,http://www.calendarium.com.ua/den_umani
 5 октября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 5 октября ,знаменитые украинцы,Богдан-Игорь Антоныч (1909),http://www.calendarium.com.ua/bogdanigor_antonych_1909
 5 октября ,именины,Александр,http://www.calendarium.com.ua/imenini_aleksandr
 5 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 5 октября ,знаменитые украинцы,Павел Попович (1930),http://www.calendarium.com.ua/pavel_popovich_1930
 6 октября ,знаменитые украинцы,Сергей Шелухин (1864),http://www.calendarium.com.ua/sergei_sheluhin_1864
 6 октября ,именины,Андрей,http://www.calendarium.com.ua/imenini_andrei
 6 октября ,именины,Иван,http://www.calendarium.com.ua/imenini_ivan
 6 октября ,именины,Николай,http://www.calendarium.com.ua/imenini_nikolai
 6 октября ,именины,Петр,http://www.calendarium.com.ua/imenini_petr
 6 октября ,праздники украины,День работников образования,http://www.calendarium.com.ua/den_rabotnikov_obrazovaniya
 6 октября ,исторические события,«Динамо» Киев стал обладателем Суперкубка Европы (1975),http://www.calendarium.com.ua/dinamo_kiev_stal_obladatelem_superkubka_evropy_1975
 6 октября ,исторические события,Казацко-крестьянское войско под руководством Богдана Хмельницкого начало осаду Львова (1648),http://www.calendarium.com.ua/kazatskokrestyanskoe_voisko_pod_rukovodstvom_bogdana_hmelnitskogo_nachalo_osadu_lvova_1648
